Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Attrition_rate
EID_19125,1,20.0,4.0,0,Franklin,IT,Behavioral,1.0,1.0,33.0,2.0,5.0,5.0,type2,2.0,5.0,0.7516,-0.4537,2.0,2.0,8.0,2.0,0.0002
EID_21441,1,42.0,2.0,0,Springfield,Human Resource Management,Conceptual,19.0,4.0,37.0,1.0,1.0,2.0,type3,1.0,5.0,-0.9612,-0.4537,1.8889498195329328,2.0,8.0,5.0,0.9882
EID_23895,1,47.0,1.0,0,Springfield,R&D,Analytical,14.0,1.0,59.0,1.0,3.0,4.0,type2,3.0,3.0,-0.1048,-0.4537,3.0,4.0,6.0,3.0,0.0943
EID_21989,1,45.0,4.0,0,Springfield,Logistics,Analytical,18.0,4.0,21.0,2.0,3.0,7.0,type2,3.0,5.0,0.7516,1.8688,3.0,2.0,8.0,4.0,0.235
EID_9288,0,58.0,4.0,0,Springfield,Logistics,Directive,22.0,3.0,59.0,0.0,3.0,4.0,type2,2.0,3.0,-0.1048,-0.4537,3.0,2.0,6.0,5.0,0.1291
EID_12387,1,39.0,3.0,1,Springfield,IT,Behavioral,11.0,2.0,43.0,1.0,3.0,1.0,type2,3.0,4.0,-0.1048,-0.4537,2.0,3.0,7.0,3.0,0.2762
EID_12982,0,37.0,4.0,1,Springfield,Purchasing,Analytical,13.0,4.0,34.0,0.0,3.0,8.0,type2,2.0,5.0,0.7516,-2.7762,2.0,2.0,8.0,3.0,
EID_17978,0,20.0,4.0,1,Lebanon,Purchasing,Behavioral,1.0,1.0,32.0,0.0,1.0,5.0,type2,3.0,3.0,-1.8176,0.7075,2.0,3.0,6.0,3.0,0.1771
EID_20110,1,42.0,4.0,0,Franklin,Sales,Behavioral,4.0,3.0,27.0,2.0,2.0,9.0,type3,2.0,3.0,0.7516,1.8688,2.0,2.0,9.0,3.0,
EID_14056,0,25.0,3.0,1,Springfield,Sales,Directive,6.0,1.0,65.0,1.0,3.0,8.0,type3,4.0,5.0,-0.1048,1.8688,2.0,4.0,6.0,3.0,
EID_9358,0,47.0,3.0,1,Lebanon,Operarions,Analytical,15.0,1.0,34.0,1.0,3.0,8.0,type4,3.0,4.0,0.7516,-0.4537,2.0,2.0,5.0,4.0,0.0958
EID_15104,1,32.0,3.0,0,Franklin,Quality,Behavioral,5.0,1.0,20.0,1.0,3.0,6.0,type3,4.0,3.0,-0.9612,-1.615,1.8809106229430748,4.0,6.0,5.0,
EID_7734,1,50.0,3.0,1,Franklin,Accounting and Finance,Conceptual,14.0,4.0,54.0,1.0,5.0,8.0,type3,3.0,3.0,-0.1048,0.7075,2.0,3.0,8.0,2.0,0.1627
EID_23779,0,47.0,4.0,0,Lebanon,IT,Analytical,20.0,2.0,54.0,0.0,3.0,4.0,type2,1.0,3.0,-0.9612,-0.4537,1.8972432387497156,4.0,7.0,3.0,0.0214
EID_21709,1,31.0,3.0,1,Lebanon,Logistics,Analytical,2.0,1.0,51.0,1.0,3.0,3.0,type2,1.0,4.0,-2.9877650738072137e-05,0.7075,1.0,2.0,5.0,3.0,0.1174
EID_7986,1,59.0,4.0,1,Washington,Sales,Conceptual,22.0,1.0,34.0,0.0,1.0,6.0,type2,1.0,3.0,-1.8176,0.7075,2.0,2.0,6.0,2.0,0.0867
EID_18786,1,21.0,3.0,1,Lebanon,Logistics,Behavioral,2.0,2.0,33.0,0.0,4.0,9.0,type3,3.0,5.0,-0.9612,-2.7762,2.0,2.0,7.0,3.0,0.05
EID_10196,1,45.0,3.0,0,Washington,IT,Behavioral,10.0,4.0,33.0,2.0,2.0,10.0,type2,2.0,3.0,-0.9612,-0.4537,2.0,3.0,8.0,3.0,0.7374
EID_25939,1,42.0,3.0,1,Washington,Operarions,Analytical,17.0,3.0,46.0,1.0,1.0,5.0,type3,1.0,3.0,-1.8176,1.8688,2.0,1.0,8.0,3.0,0.2339999999999999
EID_20773,1,45.0,3.0,1,Lebanon,IT,Directive,6.0,4.0,62.0,1.0,3.0,6.0,type3,4.0,3.0,-0.1048,0.7075,2.0,4.0,8.0,5.0,0.1588
EID_11996,1,31.0,2.0,0,Lebanon,Accounting and Finance,Directive,3.0,2.0,26.0,1.0,2.0,4.0,type4,2.0,2.0,-0.1048,-0.4537,2.0,4.0,5.0,3.0,
EID_11802,0,32.0,3.0,0,Lebanon,Purchasing,Behavioral,5.0,1.0,57.0,1.0,5.0,4.0,type3,1.0,4.0,0.7516,-0.4537,1.0,4.0,8.0,2.0,0.1235
EID_21794,1,28.0,3.0,0,Clinton,Logistics,Conceptual,5.0,4.0,71.0,0.0,3.0,4.0,type2,3.0,1.0,-0.1048,0.7075,2.0,4.0,7.0,3.0,
EID_22112,1,54.0,4.0,0,Washington,R&D,Conceptual,30.0,2.0,55.0,1.0,1.0,1.0,type3,4.0,3.0,-0.1048,0.7075,1.8977531753685464,3.0,5.0,3.0,0.2238
EID_22714,1,37.0,3.0,1,Washington,Human Resource Management,Analytical,8.0,3.0,55.0,1.0,3.0,9.0,type2,2.0,3.0,0.7516,1.8688,2.0,4.0,5.0,3.0,0.0815
EID_14886,1,24.0,4.0,0,Clinton,Human Resource Management,Analytical,5.0,2.0,69.0,1.0,4.0,2.0,type3,3.0,3.0,-0.1048,-0.4537,2.0,3.0,7.0,3.0,0.1938
EID_12234,0,34.0,4.0,1,Lebanon,Quality,Analytical,12.0,2.0,26.0,2.0,3.0,10.0,type2,2.0,2.0,0.7516,-0.4537,2.0,2.0,5.0,5.0,0.0899
EID_6644,0,53.0,3.0,0,Lebanon,Operarions,Conceptual,17.0,2.0,36.0,2.0,2.0,10.0,type3,2.0,3.0,0.7516,-1.615,2.0,4.0,8.0,2.0,
EID_23365,1,60.0,4.0,1,Springfield,Human Resource Management,Conceptual,31.0,3.0,51.0,1.0,4.0,6.0,type2,2.0,3.0,0.017950029639498395,0.7075,2.0,4.0,8.0,2.0,0.6934
EID_17625,1,25.0,3.0,0,Springfield,IT,Conceptual,6.0,2.0,21.0,1.0,3.0,5.0,type2,3.0,4.0,-0.1048,-0.4537,1.0,2.0,7.0,4.0,0.8315
EID_9030,1,60.0,3.0,0,Clinton,Operarions,Conceptual,22.0,4.0,69.0,0.0,2.0,9.0,type2,4.0,4.0,0.7516,-0.4537,3.0,3.0,7.0,3.0,
EID_2668,0,62.0,3.0,0,Lebanon,Logistics,Behavioral,24.0,2.0,69.0,1.0,2.0,8.0,type2,1.0,3.0,0.7516,-0.4537,2.0,2.0,8.0,3.0,0.1258
EID_22972,1,45.0,4.0,0,Springfield,Sales,Conceptual,23.0,3.0,23.0,1.0,4.0,9.0,type2,3.0,4.0,-0.1048,1.8688,2.0,2.0,5.0,2.0,
EID_9395,1,42.0,2.0,0,Franklin,Sales,Behavioral,5.0,2.0,71.0,0.0,4.0,5.0,type2,3.0,3.0,-1.8176,-0.4537,2.0,2.0,7.0,4.0,
EID_15717,0,26.0,3.0,1,Lebanon,Logistics,Analytical,3.0,3.0,71.0,1.0,3.0,8.0,type2,3.0,3.0,0.7516,0.7075,2.0,4.0,7.0,3.0,0.8402
EID_19365,0,20.0,3.0,0,Franklin,Sales,Analytical,1.0,1.0,53.0,0.0,1.0,3.0,type4,5.0,3.0,0.7516,-0.4537,2.0,4.0,5.0,3.0,0.9513
EID_16019,1,23.0,3.0,0,Springfield,R&D,Analytical,4.0,1.0,25.0,1.0,2.0,7.0,type2,3.0,3.0,0.7516,-0.4537,1.0,4.0,7.0,3.0,
EID_9462,1,38.0,2.0,0,Springfield,R&D,Conceptual,15.0,3.0,34.0,2.0,4.0,6.0,type4,1.0,4.0,-0.1048,0.7075,1.0,4.0,8.0,4.0,0.0396
EID_3720,1,64.0,1.0,0,Franklin,Operarions,Directive,27.0,4.0,33.0,1.0,3.0,6.0,type2,3.0,2.0,-0.1048,0.7075,2.0,4.0,8.0,4.0,
EID_18934,1,37.0,3.0,0,Washington,Human Resource Management,Conceptual,1.0,1.0,28.0,0.0,3.0,9.0,type2,1.0,3.0,0.7516,-1.615,2.0,2.0,8.0,1.0,
EID_2647,1,62.0,2.0,1,Springfield,Logistics,Conceptual,31.0,4.0,28.0,1.0,3.0,4.0,type3,1.0,3.0,-0.1048,1.8688,2.0,4.0,8.0,2.0,0.2531
EID_19565,0,19.0,3.0,0,Lebanon,IT,Behavioral,0.0,0.0,67.0,2.0,5.0,2.0,type2,3.0,1.0,0.7516,0.7075,1.9041924300447357,4.0,8.0,3.0,0.1527
EID_20117,1,28.0,4.0,1,Lebanon,Quality,Behavioral,6.0,4.0,56.0,0.0,4.0,9.0,type3,1.0,3.0,-0.9612,-2.7762,2.0,3.0,7.0,3.0,0.9808
EID_20713,1,37.0,3.0,0,Lebanon,Human Resource Management,Directive,11.0,2.0,40.0,1.0,4.0,10.0,type2,4.0,3.0,-0.9612,0.7075,2.0,4.0,8.0,3.0,0.9162
EID_5404,1,55.0,4.0,0,Springfield,Quality,Behavioral,13.562011197804843,3.0,38.0,1.0,5.0,8.0,type2,3.0,4.0,-1.8176,-0.4537,2.0,2.0,8.0,4.0,0.1084
EID_2287,1,54.0,3.0,0,Clinton,R&D,Behavioral,22.0,1.0,49.0,1.0,1.0,4.0,type2,1.0,4.0,-0.9612,-0.4537,2.0,4.0,5.0,3.0,0.4475
EID_12168,1,35.0,3.0,0,Lebanon,Logistics,Conceptual,11.0,1.0,49.0,0.0,2.0,4.0,type3,3.0,3.0,-0.1048,0.7075,2.0,3.0,7.0,2.0,0.1348
EID_4446,1,52.0,4.0,0,Franklin,Sales,Behavioral,19.0,4.0,37.0,1.0,3.0,5.0,type3,2.0,4.0,-0.9612,-0.4537,2.0,4.0,9.0,4.0,0.1454
EID_4003,1,53.0,3.0,0,Franklin,IT,Analytical,18.0,3.0,30.0,1.0,2.0,10.0,type4,4.0,4.0,-0.9612,-0.4537,2.0,3.0,9.0,4.0,0.2667
EID_8277,0,40.0,3.0,1,Springfield,Security,Directive,13.0,3.0,50.0,1.0,3.0,5.0,type2,2.0,5.0,0.7516,-0.4537,3.0,2.0,8.0,1.0,0.1112
EID_10686,0,39.0,2.0,1,Washington,IT,Directive,12.0,3.0,65.0,0.0,3.0,6.0,type3,1.0,3.0,0.7516,1.8688,1.0,4.0,8.0,3.0,0.1551
EID_18543,0,21.0,5.0,1,Lebanon,Accounting and Finance,Analytical,2.0,2.0,30.0,2.0,1.0,4.0,type2,3.0,3.0,-0.1048,0.7075,2.0,3.0,6.0,4.0,0.1587
EID_5985,0,45.0,4.0,1,Lebanon,Logistics,Directive,7.0,3.0,34.0,1.0,3.0,8.0,type2,2.0,3.0,-0.9612,-0.4537,2.0,1.0,6.0,5.0,0.1926
EID_7536,1,42.0,3.0,1,Springfield,Sales,Analytical,10.0,2.0,21.0,1.0,2.0,8.0,type2,3.0,3.0,-0.9612,0.7075,2.0,4.0,8.0,5.0,
EID_7739,0,41.0,2.0,0,Washington,Purchasing,Conceptual,2.0,2.0,61.0,1.0,2.0,5.0,type2,4.0,2.0,0.7516,-0.4537,2.0,2.0,5.0,4.0,0.0669
EID_12049,0,40.0,3.0,0,Washington,IT,Behavioral,12.0,3.0,66.0,1.0,2.0,2.0,type2,5.0,3.0,0.7516,1.8688,2.0,3.0,6.0,3.0,0.1436
EID_2954,1,61.0,5.0,1,Washington,Sales,Directive,24.0,3.0,71.0,1.0,3.0,6.0,type2,4.0,3.0,-1.8176,-0.4537,1.0,3.0,8.0,2.0,0.0313
EID_9094,0,59.0,4.0,1,Washington,IT,Directive,35.0,1.0,60.0,2.0,3.0,6.0,type3,3.0,3.0,0.7516,-2.7762,1.0,1.0,7.0,4.0,0.0623
EID_11854,1,35.0,4.0,1,Franklin,Accounting and Finance,Directive,9.0,4.0,54.0,0.0,3.0,6.0,type2,5.0,3.0,-0.1048,0.7075,1.0,3.0,7.0,4.0,
EID_5487,0,50.0,3.0,1,Washington,IT,Conceptual,28.0,2.0,74.0,1.0,3.0,8.0,type2,4.0,3.0,-0.00019075359086426907,-0.4537,2.0,2.0,8.0,5.0,0.187
EID_12841,1,38.0,4.0,1,Franklin,Operarions,Behavioral,14.0,1.0,60.0,2.0,2.0,6.0,type2,1.0,4.0,-0.1048,-1.615,2.0,3.0,9.0,3.0,0.0089
EID_24758,1,42.0,1.0,0,Springfield,Purchasing,Conceptual,14.0,4.0,48.0,0.0,2.0,4.0,type2,4.0,3.0,0.7516,-0.4537,2.0,4.0,8.0,4.0,0.0908
EID_12355,1,30.0,5.0,0,Lebanon,Logistics,Behavioral,6.0,4.0,44.0,0.0,2.0,8.0,type2,3.0,1.0,0.008674659996577284,1.8688,2.0,4.0,9.0,4.0,
EID_12989,0,32.0,4.0,0,Lebanon,Accounting and Finance,Conceptual,10.0,2.0,46.0,1.0,2.0,7.0,type2,2.0,3.0,-1.8176,-0.4537,2.0,2.0,8.0,3.0,
EID_20082,0,35.0,4.0,0,Springfield,Quality,Conceptual,8.0,3.0,43.0,1.0,5.0,4.0,type4,3.0,2.0,-0.9612,-0.4537,2.0,3.0,7.0,3.0,0.1249
EID_8405,0,44.0,1.0,0,Springfield,Quality,Conceptual,11.0,4.0,55.0,0.0,2.0,6.0,type2,1.0,4.0,0.004149097024932404,-0.4537,2.0,3.0,7.0,3.0,
EID_11347,0,42.0,3.0,0,Lebanon,Operarions,Behavioral,13.0,3.0,55.0,1.0,3.0,4.0,type2,4.0,3.0,1.6081,0.7075,2.0,3.0,7.0,4.0,0.187
EID_1923,1,55.0,1.0,0,Franklin,Sales,Directive,30.0,4.0,30.0,0.0,4.0,7.0,type2,3.0,3.0,-0.1048,1.8688,2.0,5.0,8.0,3.0,0.2923
EID_10054,1,36.0,1.0,0,Springfield,Operarions,Directive,8.0,4.0,33.0,0.0,2.0,8.0,type2,3.0,1.0,0.7516,-0.4537,2.0,5.0,8.0,3.0,0.2145
EID_2512,0,57.0,4.0,1,Lebanon,Sales,Conceptual,26.0,1.0,50.0,1.0,2.0,8.0,type3,1.0,3.0,-0.1048,0.7075,1.0,4.0,7.0,3.0,0.2136
EID_5849,1,49.0,2.0,0,Franklin,Production,Analytical,18.0,3.0,21.0,1.0,2.0,4.0,type2,3.0,4.0,-0.1048,-0.4537,2.0,1.0,8.0,3.0,
EID_22413,1,52.0,5.0,0,Clinton,Sales,Directive,24.0,2.0,20.0,0.0,1.0,8.0,type2,1.0,5.0,0.7516,-0.4537,2.0,3.0,7.0,4.0,0.174
EID_4745,0,57.0,2.0,1,Lebanon,IT,Conceptual,25.0,4.0,64.0,1.0,3.0,7.0,type3,4.0,3.0,-1.8176,0.7075,1.9015166112971378,5.0,5.0,2.0,
EID_3166,1,51.0,2.0,0,Franklin,Logistics,Analytical,14.0,1.0,64.0,1.0,5.0,6.0,type2,2.0,3.0,-0.9612,-1.615,2.0,4.0,8.0,5.0,0.969
EID_5150,0,47.0,4.0,0,Springfield,Operarions,Conceptual,23.0,3.0,71.0,1.0,1.0,8.0,type3,1.0,4.0,0.7516,-0.4537,2.0,5.0,9.0,4.0,0.0698
EID_5622,1,63.0,3.0,1,Washington,Marketing,Behavioral,37.0,4.0,62.0,2.0,3.0,6.0,type3,1.0,3.0,0.013933662370996091,-0.4537,2.0,3.0,7.0,3.0,0.1946
EID_7547,1,46.0,4.0,0,Clinton,IT,Analytical,10.0,3.0,21.0,1.0,2.0,9.0,type2,4.0,3.0,-0.9612,-0.4537,1.0,2.0,6.0,4.0,0.0198
EID_22764,0,28.0,3.0,0,Lebanon,Accounting and Finance,Conceptual,5.0,2.0,35.0,1.0,3.0,1.0,type2,2.0,3.0,-0.1048,0.7075,2.0,3.0,5.0,3.0,0.2188
EID_4286,1,53.0,3.0,1,Springfield,Sales,Analytical,29.0,4.0,55.0,1.0,2.0,10.0,type3,1.0,4.0,-0.9612,-0.4537,3.0,2.0,8.0,4.0,
EID_7604,1,50.0,4.0,1,Springfield,Logistics,Analytical,22.0,4.0,25.0,1.0,4.0,2.0,type2,1.0,3.0,-1.8176,0.7075,2.0,5.0,7.0,3.0,
EID_16077,1,29.0,3.0,1,Lebanon,Logistics,Directive,11.92235385704078,1.0,20.0,1.0,4.0,5.0,type3,1.0,4.0,0.7516,-0.4537,2.0,3.0,7.0,2.0,
EID_6889,1,43.0,3.0,0,Franklin,Sales,Directive,10.0,4.0,36.0,1.0,3.0,4.0,type2,3.0,3.0,-0.1048,1.8688,1.8878105328228456,2.0,8.0,5.0,
EID_3305,1,60.0,4.0,0,Franklin,Accounting and Finance,Behavioral,27.0,4.0,61.0,0.0,4.0,4.0,type3,3.0,2.0,-0.1048,0.7075,2.0,2.0,5.0,3.0,
EID_9537,1,38.0,3.0,0,Lebanon,IT,Directive,13.0,3.0,41.0,1.0,2.0,6.0,type0,2.0,1.0,-0.1048,-0.4537,2.0,3.0,9.0,4.0,0.1108
EID_20178,0,31.0,4.0,0,Franklin,Sales,Analytical,9.0,2.0,73.0,1.0,4.0,7.0,type2,4.0,2.0,0.7516,-0.4537,2.0,1.0,7.0,4.0,0.091
EID_15253,1,24.0,3.0,0,Lebanon,R&D,Behavioral,5.0,1.0,64.0,1.0,2.0,5.0,type2,3.0,3.0,0.7516,1.8688,2.0,4.0,8.0,3.0,
EID_4677,1,52.0,4.0,1,Franklin,Logistics,Behavioral,15.045516008441833,4.0,62.0,2.0,5.0,5.0,type2,4.0,4.0,0.7516,-0.4537,1.0,2.0,9.0,3.0,0.58
EID_18428,0,20.0,4.0,1,Springfield,R&D,Conceptual,1.0,1.0,33.0,2.0,4.0,5.0,type3,1.0,3.0,-1.8176,0.7075,2.0,3.0,5.0,1.0,0.0642
EID_3834,0,59.0,5.0,1,Washington,Logistics,Directive,20.0,1.0,45.0,0.0,2.0,10.0,type3,3.0,3.0,0.7516,0.7075,1.0,3.0,8.0,4.0,
EID_15587,1,26.0,3.0,1,Lebanon,Operarions,Behavioral,4.0,4.0,47.0,1.0,2.0,5.0,type2,4.0,3.0,-0.9612,-0.4537,2.0,2.0,8.0,5.0,
EID_23913,0,37.0,3.0,0,Washington,IT,Conceptual,10.0,3.0,46.0,0.0,3.0,10.0,type2,4.0,3.0,1.6081,-0.4537,2.0,3.0,8.0,5.0,0.0314
EID_3067,0,51.0,5.0,1,Springfield,IT,Analytical,12.0,2.0,52.0,1.0,2.0,7.0,type3,4.0,3.0,0.005800522600501581,0.7075,1.0,2.0,8.0,3.0,0.2279
EID_14959,1,24.0,5.0,0,Washington,Operarions,Analytical,5.0,4.0,36.0,1.0,5.0,6.0,type2,2.0,3.0,-1.8176,0.7075,1.8874135170557547,4.0,7.0,3.0,0.1683
EID_14453,1,25.0,4.0,1,Springfield,Production,Analytical,6.0,4.0,43.0,1.0,4.0,9.0,type2,3.0,2.0,-1.8176,0.7075,2.0,3.0,8.0,3.0,0.2746
EID_7567,0,42.0,3.0,0,Clinton,IT,Directive,5.0,4.0,56.0,2.0,1.0,7.0,type2,1.0,4.0,-1.8176,1.8688,2.0,4.0,7.0,3.0,0.7971
EID_5909,1,49.0,5.0,1,Lebanon,Purchasing,Analytical,19.0,1.0,48.0,2.0,2.0,1.0,type2,3.0,3.0,0.7516,-0.4537,2.0,1.0,8.0,3.0,0.1636
EID_14827,1,28.0,3.0,0,Franklin,R&D,Behavioral,4.0,4.0,40.0,1.0,3.0,7.0,type2,4.0,3.0,0.7516,0.7075,2.0,2.0,8.0,5.0,0.3406
EID_2998,0,52.0,3.0,1,Clinton,Marketing,Directive,27.0,1.0,33.0,1.0,2.0,5.0,type3,4.0,4.0,0.7516,-0.4537,1.0,4.0,6.0,2.0,0.0177
EID_1222,1,58.0,4.0,1,Springfield,Sales,Behavioral,22.0,1.0,72.0,1.0,2.0,8.0,type2,1.0,3.0,1.6081,-0.4537,3.0,3.0,8.0,5.0,
EID_24015,1,22.0,3.0,0,Franklin,R&D,Conceptual,3.0,2.0,37.0,1.0,1.0,4.0,type0,2.0,3.0,1.6081,-2.7762,2.0,3.0,7.0,3.0,0.1141
EID_23750,0,37.0,1.0,0,Washington,Human Resource Management,Conceptual,14.0,2.0,30.0,2.0,3.0,7.0,type2,1.0,3.0,-0.9612,-0.4537,2.0,3.0,6.0,2.0,0.296
EID_19203,1,20.0,3.0,1,Springfield,Sales,Behavioral,1.0,1.0,37.0,1.0,2.0,6.0,type3,2.0,3.0,0.7516,-0.4537,2.0,3.0,8.0,3.0,
EID_1705,1,65.0,1.0,0,Clinton,Sales,Directive,30.0,2.0,25.0,0.0,1.0,5.0,type3,3.0,1.0,0.7516,0.7075,1.0,4.0,8.0,3.0,
EID_14206,0,25.0,5.0,0,Washington,Sales,Analytical,6.0,2.0,29.0,1.0,2.0,8.0,type2,3.0,5.0,-0.9612,0.7075,1.8849241436561874,3.0,7.0,3.0,0.2655
EID_16751,0,24.0,1.0,0,Washington,Human Resource Management,Analytical,5.0,4.0,63.0,1.0,1.0,6.0,type2,4.0,3.0,0.7516,1.8688,2.0,3.0,7.0,3.0,
EID_19132,1,19.0,3.0,0,Washington,Marketing,Conceptual,0.0,0.0,37.0,0.0,3.0,5.0,type2,3.0,3.0,0.7516,0.7075,2.0,4.0,7.0,3.0,0.0617
EID_15018,1,28.0,4.0,1,Franklin,Operarions,Directive,6.0,1.0,71.0,1.0,3.0,6.0,type2,4.0,3.0,-0.9612,0.7075,2.0,2.0,6.0,5.0,0.1841
EID_17189,1,23.0,5.0,0,Franklin,Sales,Analytical,4.0,1.0,56.0,1.0,4.0,4.0,type2,2.0,3.0,-0.002357680332769438,1.8688,2.0,2.0,8.0,4.0,0.2454
EID_22269,1,27.0,3.0,0,Washington,Purchasing,Behavioral,5.0,2.0,24.0,1.0,2.0,1.0,type3,1.0,1.0,0.7516,-0.4537,2.0,1.0,8.0,3.0,
EID_18256,1,22.0,3.0,1,Franklin,Logistics,Behavioral,3.0,2.0,52.0,1.0,3.0,7.0,type2,1.0,3.0,0.0007312575475259958,-0.4537,2.0,3.0,8.0,5.0,0.2983
EID_1490,1,56.0,4.0,0,Franklin,Purchasing,Analytical,26.0,1.0,46.0,2.0,3.0,8.0,type3,1.0,1.0,1.6081,0.7075,2.0,2.0,9.0,3.0,0.1212
EID_24695,1,47.0,4.0,0,Springfield,IT,Analytical,20.0,4.0,37.0,1.0,2.0,8.0,type2,1.0,4.0,-0.9612,-0.4537,1.8881095554022223,4.0,9.0,5.0,
EID_25768,1,27.0,1.0,0,Washington,Quality,Behavioral,5.0,4.0,60.0,1.0,2.0,6.0,type2,2.0,3.0,0.7516,0.7075,2.0,1.0,8.0,3.0,0.0597
EID_23608,1,28.0,2.0,0,Lebanon,IT,Conceptual,6.0,3.0,22.0,1.0,3.0,3.0,type2,3.0,4.0,-0.9612,0.7075,2.0,3.0,5.0,3.0,0.4169
EID_16736,1,24.0,4.0,1,Clinton,IT,Directive,5.0,1.0,25.0,1.0,3.0,7.0,type3,3.0,5.0,0.7516,0.7075,1.0,4.0,8.0,3.0,0.05
EID_25956,1,31.0,4.0,0,Franklin,Accounting and Finance,Analytical,9.0,1.0,20.0,0.0,2.0,4.0,type2,4.0,3.0,0.7516,-0.4537,2.0,4.0,8.0,4.0,0.1293
EID_12470,1,30.0,3.0,0,Clinton,IT,Directive,8.0,4.0,27.0,1.0,4.0,3.0,type3,4.0,4.0,-1.8176,0.7075,2.0,4.0,8.0,4.0,0.0699
EID_7611,1,45.0,4.0,0,Springfield,Sales,Analytical,10.0,2.0,59.0,2.0,3.0,5.0,type2,1.0,2.0,-0.1048,-1.615,3.0,2.0,6.0,5.0,0.125
EID_7598,1,50.0,2.0,1,Springfield,R&D,Conceptual,28.0,1.0,24.0,0.0,3.0,8.0,type2,1.0,3.0,0.7516,-0.4537,2.0,4.0,8.0,2.0,0.1065
EID_16133,1,23.0,3.0,0,Washington,Sales,Analytical,4.0,1.0,37.0,1.0,5.0,9.0,type2,3.0,2.0,-0.1048,0.7075,2.0,2.0,8.0,3.0,
EID_14802,1,32.0,3.0,1,Lebanon,Logistics,Conceptual,13.330057610585605,2.0,74.0,2.0,3.0,5.0,type2,1.0,5.0,0.7516,-0.4537,2.0,4.0,8.0,3.0,0.2337
EID_15165,1,40.5,4.0,1,Clinton,Marketing,Conceptual,5.0,3.0,25.0,0.0,4.0,4.0,type2,4.0,4.0,0.7516,-0.4537,2.0,3.0,8.0,3.0,0.1275
EID_7552,0,48.0,4.0,1,Franklin,Quality,Conceptual,22.0,3.0,27.0,2.0,3.0,1.0,type4,4.0,4.0,-0.1048,0.7075,2.0,3.0,5.0,3.0,
EID_16459,1,28.0,4.0,0,Springfield,Sales,Conceptual,4.0,2.0,44.0,1.0,4.0,8.0,type3,1.0,2.0,0.7516,-2.7762,2.0,2.0,8.0,3.0,0.08
EID_17418,1,23.0,3.0,1,Lebanon,Human Resource Management,Behavioral,4.0,2.0,43.0,2.0,4.0,7.0,type2,4.0,3.0,-1.8176,-0.4537,1.0,1.0,7.0,3.0,0.0712
EID_10207,1,36.0,1.0,0,Clinton,Logistics,Directive,13.0,4.0,72.0,1.0,1.0,4.0,type0,3.0,3.0,-0.1048,-2.7762,1.9062369601533231,1.0,7.0,4.0,0.2886
EID_8392,1,49.0,3.0,0,Washington,Production,Directive,14.0,4.0,70.0,0.0,2.0,5.0,type2,1.0,1.0,-0.005265737855628387,0.7075,2.0,3.0,8.0,2.0,
EID_3554,1,50.0,2.0,1,Springfield,Marketing,Directive,20.0,4.0,54.0,1.0,4.0,8.0,type2,2.0,3.0,-0.9612,-0.4537,1.0,1.0,6.0,3.0,0.0991
EID_23363,1,42.0,3.0,1,Lebanon,IT,Analytical,17.0,2.0,59.0,1.0,3.0,4.0,type2,5.0,3.0,0.7516,-0.4537,2.0,2.0,7.0,3.0,0.1537
EID_4483,1,63.0,3.0,1,Springfield,Operarions,Behavioral,37.0,1.0,67.0,1.0,3.0,6.0,type3,4.0,3.0,0.7516,0.7075,3.0,2.0,9.0,2.0,
EID_15348,1,27.0,4.0,0,Lebanon,IT,Behavioral,4.0,3.0,68.0,1.0,5.0,5.0,type2,3.0,4.0,0.7516,0.7075,1.0,2.0,7.0,2.0,
EID_15822,0,30.0,2.0,0,Lebanon,Accounting and Finance,Behavioral,7.0,3.0,69.0,1.0,3.0,5.0,type2,4.0,2.0,0.7516,1.8688,1.0,4.0,8.0,4.0,0.2376
EID_3359,0,51.0,4.0,0,Springfield,Sales,Conceptual,20.0,2.0,31.0,1.0,3.0,8.0,type4,2.0,3.0,-0.9612,1.8688,1.8855650519867626,3.0,7.0,3.0,0.2852
EID_8680,1,48.0,4.0,0,Lebanon,Logistics,Conceptual,25.0,4.0,35.0,1.0,2.0,1.0,type3,3.0,3.0,0.7516,1.8688,2.0,2.0,5.0,3.0,0.0366
EID_18709,1,19.0,3.0,0,Springfield,R&D,Conceptual,0.0,0.0,55.0,0.0,4.0,6.0,type3,2.0,2.0,-0.1048,-0.4537,2.0,3.0,5.0,2.0,0.09
EID_4174,0,65.0,3.0,0,Clinton,IT,Behavioral,37.0,3.0,39.0,1.0,3.0,2.0,type2,2.0,2.0,-0.1048,-1.615,3.0,3.0,9.0,2.0,0.0668
EID_22506,0,27.0,3.0,0,Washington,Purchasing,Conceptual,5.0,4.0,68.0,0.0,3.0,8.0,type3,4.0,4.0,0.7516,0.7075,2.0,4.0,8.0,4.0,0.8769
EID_19128,1,20.0,3.0,0,Springfield,Accounting and Finance,Conceptual,1.0,1.0,48.0,0.0,5.0,8.0,type3,2.0,4.0,0.7516,0.7075,1.0,2.0,7.0,3.0,0.2449
